contentId,title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
1873952032843878490,Hype Driven Development,Hype Driven Development,12 Agile principles,"The Languages, Frameworks and Tools You Should Learn in 2017",Standing on the Shoulders of Giants - Built to Adapt,Seniority
3116298625885250927,ESA says doomed Mars lander succumbed to bad altitude reading,Code.org 2016 Annual Report,Future Of Consulting: Consultancies Adapt To Digital Change,Engineers Shouldn't Write ETL: A Guide to Building a High Functioning Data Science Department,Deep Learning AI for NASA Powers Earth Robots,"As Artificial Intelligence Evolves, So Does Its Criminal Potential"
-1104501717379772664,"Mastercard disponibiliza autenticação de pagamento por ""selfie"" no Brasil e México - Startupi",Mastercard libera APIs para quem quer desenvolver novas fintechs,Mastercard lança plataforma de APIs abertas para soluções de pagamentos - Startupi,Visa inaugura Co-Creation Center em São Paulo,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,[Canais Digitais] Banco Agiplan lança app que elimina intermediários ou pagamento de taxas - E-Commerce News
1561244083438776495,New Amazon Linux Container Image for Cloud and On-Premises Workloads,"Use Docker to build, test and push your Artifacts",The technology behind preview photos,containerd - a core container runtime project for the industry - Docker Blog,Introducing Docker for Windows Server 2016 - Docker Blog,Labelling automated builds on Docker Hub - Microscaling Systems
-547324075613341407,Senior Solution paga R$ 50 mi pela att/PS e reforça portfólio com software para core banking,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",A saga do jovem CEO da Dasa,Black Friday salva o ano do e-commerce,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,O IPO é a saída para a Netshoes?
-2555801390963402198,Curta do Google pode ser o primeiro filme em realidade virtual indicado ao Oscar,A saga do jovem CEO da Dasa,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017"
-7294716554902079523,Usando o git add interativo,"SINAIS do FUTURO imediato: #1, internet das coisas",25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O que é benchmarking? Veja quando um concorrente se torna inspiração!,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost
4746056663292225769,How Pinterest Uses Machine Learning To Keep Its Users Pinned,How real businesses are using machine learning,Can Artificial Intelligence Enhance The Mass Customization In The Fashion Sector ?,Life Beyond Email: Chatbot Marketing,Addressing Accessibility for the Web,Building on Slack Saved Our Startup
7263689301643675785,WeakReference in Android - Google Developers Experts,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,What makes a good (Android) Software Engineer,Google DeepMind researchers built a deep-learning system capable of learning from very little data.,Java 8 Streams - A Deeper Approach About Performance Improvement,13 Killer SEO Copywriting Tips (With Examples and A/B Tests)
7511744555558105059,7 Ways Meditation Can Actually Change The Brain,Seniority,Google DeepMind researchers built a deep-learning system capable of learning from very little data.,What is Affective Computing And How Could Emotional Machines Change Our Lives?,12 Agile principles,New Trend Briefing from TrendWatching | AUTONOMANIA!
-3870325027932266414,Customize your G Suite experience with App Maker and Recommended apps,How to use Docker to run ASP.NET Core apps on Google App Engine,All Together Now. Introducing G Suite.,A Tale of 2 API Platforms - GGV Capital,Google Cloud Platform sets a course for new horizons,Using Microservices Architecture as API Enablement Strategy
-5570795524983603787,Magic Quadrant for Business Intelligence and Analytics Platforms,Gartner Reprint,How CIOs Leverage Business Intelligence to Drive Smarter Decision-Making,Improvements coming to the Google Analytics desktop UI,Assessing Salesforce's platform and ecosystem | ZDNet,Lessons from Becoming a Data-Driven Organization
-759389978085260161,Top 30 Commonly Confused Words in English,Rating the English Proficiency of Countries and Industries Around the World,Mastering Bash and Terminal,Stop Trying to Sound Smart When You're Writing,"A Neural Network for Machine Translation, at Production Scale",13 Killer SEO Copywriting Tips (With Examples and A/B Tests)
8355302955998803709,Livros sobre liderança: os 10 melhores livros para bons líderes,O que é liderança? Liderança é fazer a diversidade funcionar.,A saga do jovem CEO da Dasa,Especialistas trazem tendências de UX para 2017 - KingHost,O que é benchmarking? Veja quando um concorrente se torna inspiração!,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-6739959707791598779,Introduction To Chatbots,Introducing Mini Courses with MS Chatbots,Life Beyond Email: Chatbot Marketing,A smart home is where the bot is,Building a Facebook Chat Bot with Node and Heroku,"Zo, Microsoft's latest attempt at a chatbot, is ready to converse on Kik app"
-2400879112398974660,0. The case for Drupal and Commerce,6. What can Acquia and the community do now regarding Drupal and ecommerce?,4. Why ecommerce is essential for Drupal,2. Why Drupal is ideal for ecommerce,7. What's in this for me?,3. The case for Drupal and SaaS
7203367456821804602,1. Why ecommerce matters,4. Why ecommerce is essential for Drupal,0. The case for Drupal and Commerce,2. Why Drupal is ideal for ecommerce,6. What can Acquia and the community do now regarding Drupal and ecommerce?,3. The case for Drupal and SaaS
4895396506368139469,2. Why Drupal is ideal for ecommerce,4. Why ecommerce is essential for Drupal,6. What can Acquia and the community do now regarding Drupal and ecommerce?,0. The case for Drupal and Commerce,3. The case for Drupal and SaaS,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!)
6634206168889468590,3. The case for Drupal and SaaS,Dries Distributions remain a growing opportunity for Drupal - Buytaert,4. Why ecommerce is essential for Drupal,0. The case for Drupal and Commerce,2. Why Drupal is ideal for ecommerce,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!)
5005421293875190218,4. Why ecommerce is essential for Drupal,0. The case for Drupal and Commerce,6. What can Acquia and the community do now regarding Drupal and ecommerce?,2. Why Drupal is ideal for ecommerce,3. The case for Drupal and SaaS,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!)
4037478513037442964,"5. History lesson: Drupal Commerce, Commerce Guys, and Acquia",7. What's in this for me?,6. What can Acquia and the community do now regarding Drupal and ecommerce?,0. The case for Drupal and Commerce,2. Why Drupal is ideal for ecommerce,4. Why ecommerce is essential for Drupal
-4640750981890093183,6. What can Acquia and the community do now regarding Drupal and ecommerce?,0. The case for Drupal and Commerce,4. Why ecommerce is essential for Drupal,2. Why Drupal is ideal for ecommerce,7. What's in this for me?,"5. History lesson: Drupal Commerce, Commerce Guys, and Acquia"
6868454399455433725,7. What's in this for me?,"5. History lesson: Drupal Commerce, Commerce Guys, and Acquia",0. The case for Drupal and Commerce,6. What can Acquia and the community do now regarding Drupal and ecommerce?,4. Why ecommerce is essential for Drupal,2. Why Drupal is ideal for ecommerce
6953968734027801757,"""Disrupção não depende da tecnologia, depende das pessoas"": as lições do cofundador do Waze - Startupi","SINAIS do FUTURO imediato: #1, internet das coisas",O que é benchmarking? Veja quando um concorrente se torna inspiração!,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Como o Trello foi de 4 a 17 milhões de usuários,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi
-5790539535722288419,Machines are learning to find concealed weapons in x-ray scans,Google DeepMind researchers built a deep-learning system capable of learning from very little data.,Machine Learning Is No Longer Just for Experts,How real businesses are using machine learning,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence
2841545035570793472,Mark A Trello Card As Done (And Drop The Mic On That Task),[Kanban Boards] Is Pinnery the Better Trello?,Hacked Website Report - 2016/Q3,Trello Is Being Acquired By Atlassian,"Amazon looking to buy Capital One? "" Banking Technology",The Ultimate Digital Clean-Up Checklist: Are You Prepared For The New Year? - Smashing Magazine
2171312647242674161,Exploited Script in WordPress Themes Send Spam,Debugging WordPress: 11 Powerful Tips and Techniques,Hacked Website Report - 2016/Q3,Speed Up a WordPress Website in 8 Steps,Learn About the PHP Trends and Predictions for 2017,What to look for in a code review 
3382987666565638029,Graphene-based Antenna Still Looking for Path to Commercialization,Graphene and Silly Putty Creates a Super-Sensitive Strain Sensor,Put a ring on it: three smart rings with plenty of beauty and brains,Democratizing AI,17 for '17: Microsoft researchers on what to expect in 2017 and 2027 - Next at Microsoft,Lessons from Becoming a Data-Driven Organization
-8535131855706279960,Lançamento da LBI Comentada,"Dasa anuncia compra do laboratório Leme, da Bahia",Conferência discutirá principais temas dentro do mundo de inovação em serviços financeiros - Startupi,Dasa compra maior rede de laboratórios do Nordeste,5 Podcasts : Aprenda mais sobre gestão e liderança,Negociação deve garantir ocupação de shoppings até 2017 | EXAME.com
2867605706298498445,Put a ring on it: three smart rings with plenty of beauty and brains,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Graphene-based Antenna Still Looking for Path to Commercialization,A smart home is where the bot is
-3951274083288934897,Digital Leadership Is Not an Optional Part of Being a CEO,The new tech talent you need to succeed in digital,Where is the bank's digital vision? - Chris Skinner's blog,Five things to include in your digital transformation playbook,Digital Tool as Strategic Enabler for Banking Transformation,10 principles of business transformation
1450769039556893440,[1612.00380] Playing Doom with SLAM-Augmented Deep Reinforcement Learning,How Robots Can Acquire New Skills from Their Shared Experience,Understanding User Psychology: Thinking Like a Game Designer,Introducing the Open Images Dataset,How real businesses are using machine learning,"[1701.02952] Unhappy Developers: Bad for Themselves, Bad for Process, and Bad for Software Product"
4169374063813159761,,,,,,
4169374063813159761,,,,,,
8310689940464940949,Android process death - and the (big) implications for your app - Inloop,Android Fundamentals: IntentService Basics,What Happens When No One and Everyone Owns a Product? - Built to Adapt,Stop Trying to Monetize Your Data - Built to Adapt,The door for new contributors to Drupal is still locked,My experience with Google's Associate Android Developer Certification
-885453047081832598,What Google AMP Means for Every Marketer,Google Tag Manager: Giving Mobile Tagging a Little Extra Love,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,Browser Trends December 2016: Mobile Overtakes Desktop,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,The Complete Google Analytics Audit Checklist | Optimization Up
-7499831854130267106,The Sweet Way that Gamification Helps M&M's Boost Consumer Engagement - Gamification Co,Large CPGs are under attack by startups... and consumers are winning,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing,We are on the verge of a consumer M&A avalanche,Five things to include in your digital transformation playbook,Marketing To Millennials: 'Dope' Takeaways From 'Just Dance 2017'
7934258011380835332,Outlook 2026 - Projeções para o Agronegócio Brasileiro,Qual é o valor da área de T&D na sua empresa?,"SulAmérica continua investindo, apesar da crise - Sonho Seguro","""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Especialistas trazem tendências de UX para 2017 - KingHost,CRO: crescimento com baixo investimento
6104598399077154797,Como consumir conteúdo de qualidade em iOS - CocoaHeads BR,"SINAIS do FUTURO imediato: #1, internet das coisas","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",O que é benchmarking? Veja quando um concorrente se torna inspiração!,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos
-7529178973676767391,"Zo, Microsoft's latest attempt at a chatbot, is ready to converse on Kik app",Introducing Mini Courses with MS Chatbots,Introduction To Chatbots,Building a Facebook Chat Bot with Node and Heroku,Telegram Bolsters Bot API with New Gaming Functionality,Life Beyond Email: Chatbot Marketing
4677417698542178243,Deep Learning Race: A Survey of Industry Players' Strategies - Intuition Machine,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator",Why Deep Learning Is Suddenly Changing Your Life,Google Is in a Fierce Global Race for Scarce AI Talent,Baidu Research grills AI models on deep learning,The Non-Technical Guide to Machine Learning & Artificial Intelligence - Machine Learnings
-2962461122453899874,Honda revela conceito de carro com 'emoções' e inteligência artificial,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Especialistas trazem tendências de UX para 2017 - KingHost,Google lança experimentos com inteligência artificial | Google Discovery,A saga do jovem CEO da Dasa,"Depois da Inteligência Artificial, vem aí a Inteligência Paralela"
-807868207410889392,17 for '17: Microsoft researchers on what to expect in 2017 and 2027 - Next at Microsoft,Why Deep Learning Is Suddenly Changing Your Life,Machine Learning Is No Longer Just for Experts,Here's how The White House wants the U.S. to approach AI R&D,Top 10 Hot Artificial Intelligence (AI) Technologies,Democratizing AI
6407605752151817831,And the winner of Startup Battlefield at Disrupt SF 2016 is... Seenit,4K movies come to the Google Play Movies & TV app,Ask a Female Engineer: Joining a Startup,Oculus acquires eye-tracking startup The Eye Tribe,Coca-Cola reportedly closes Founders startup incubator,How real businesses are using machine learning
-273156842634169039,4K movies come to the Google Play Movies & TV app,Hulu Acquires Recommendation Startup Video Genome Project,Asus ready to take bite of 'Pi' market with Tinker micro PC,Google Jamboard Is a Huge 4K Screen You Can Scribble On,Google Home brings Google's smarts to your living room,Google's Cloud Machine Learning service is now in public beta
3772685586944428188,Can user-centered design steer you wrong?,Time to Re-Think Design Thinking,Addressing Accessibility for the Web,Engineering Digital Banking Solutions Using UX Methodology,The new tech talent you need to succeed in digital,Stop Trying to Monetize Your Data - Built to Adapt
-241724866433160984,Fintech inova em parceria com a Apple e permite usuários realizarem Transferências por comando de voz,Especialistas trazem tendências de UX para 2017 - KingHost,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,A saga do jovem CEO da Dasa,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Black Friday salva o ano do e-commerce
-4070929606295451361,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing,Accenture and Adboe team on customer enegagement,Now we know how profitable Microsoft's cloud business is -and investors should be happy,"Microsoft Is Now 'Open By Default', Says Xamarin Founder Miguel de Icaza",Microsoft adds Python to deep learning toolkit
2121807307434667949,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas","SulAmérica continua investindo, apesar da crise - Sonho Seguro",Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Negociação deve garantir ocupação de shoppings até 2017 | EXAME.com
-1306208577536428610,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",A saga do jovem CEO da Dasa,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Especialistas trazem tendências de UX para 2017 - KingHost,Black Friday salva o ano do e-commerce,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
881166463209244600,CNseg anuncia os finalistas da 6ª edição do Prêmio de Inovação em Seguros - Sonho Seguro,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",Seguradoras divulgam resultados de 2016 - Apólice,A saga do jovem CEO da Dasa,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Serasa Experian realiza hackathon com prêmios de até R$10 mil - Startupi
8869347744613364434,Java Garbage Collection Essencial,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",O que é benchmarking? Veja quando um concorrente se torna inspiração!,Especialistas trazem tendências de UX para 2017 - KingHost
-1101361754763388054,Browser Trends December 2016: Mobile Overtakes Desktop,Now sites can fingerprint you online even when you use multiple browsers,My Approach to Mobile Accessibility Testing - Ministry of Testing,Sponsored: Five reasons why retailers should opt for digital receipts,What Google AMP Means for Every Marketer,"The Languages, Frameworks and Tools You Should Learn in 2017"
2006478190737700267,Webinar Salesforce - Best Practices for Advanced Lightning Apps,Build Apps Faster with Salesforce - Webinar,Assessing Salesforce's platform and ecosystem | ZDNet,Salesforce adds some artificial intelligence to customer service products,Adobe Announces Cross-Device Co-op to Enable People-Based Marketing,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement
962287586799267519,Slack and Google announce partnership focused on better integrating their services,IBM Watson is about to make Slack's chat bot smarter,Building on Slack Saved Our Startup,Slack swips at Skype with video calls and reaction emoji,How the Communicator's Dilemma Made a 'Slack-lash' Inevitable,A Tale of 2 API Platforms - GGV Capital
3380406830501456504,GE integra inteligência artificial Alexa em uma lâmpada circular,"SINAIS do FUTURO imediato: #1, internet das coisas",Especialistas trazem tendências de UX para 2017 - KingHost,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",A saga do jovem CEO da Dasa,"Entrevista com Alejandro Formanchuk: ""Funcionário não é público interno - é ator extremo"" - Blog do Love Mondays"
-434149774629603391,Andrew Ng: What AI Can and Can't Do,Here's how The White House wants the U.S. to approach AI R&D,Top 10 Hot Artificial Intelligence (AI) Technologies,Democratizing AI,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator","Facebook, Amazon, Google, IBM and Microsoft come together to create historic Partnership on AI"
564282370384747453,Scrum Community - Scrum Alliance,4 essential how-tos for dealing with scope creep,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,Jira - A Necessary Evil?,12 Agile principles,Seniority
8640945691036622521,The invention that helped me write again - BBC News,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins",1º Fórum Sercomtel de IOT e Smart Cities será realizado no dia 4 de Novembro - Blog - Bonde. O seu portal,Taking the Apple Watch Nike+ for a spin,Former Google career coach shares a visual trick for figuring out what to do with your life,Cognizant Named a Digital Transformation Leader in the Life Science Industry
7088167897470452815,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins",Cognizant Named a Digital Transformation Leader in the Life Science Industry,The invention that helped me write again - BBC News,Former Google career coach shares a visual trick for figuring out what to do with your life,Having Children Destroyed My Career,"Goal Setting: Don't Lose Motivation! "" Mind Tools Blog"
-2123288010168989418,10 principles of business transformation,12 Agile principles,Why do you Fail at Growth Marketing and How to Solve it,The new tech talent you need to succeed in digital,7 Tips to Create a Company Learning Culture like Google - Without Resources,Seniority
-2097075598039554565,"The Languages, Frameworks and Tools You Should Learn in 2017",Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,What's the Best Programming Language to Learn in 2017?,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Machine Learning Is No Longer Just for Experts
-3020916840917845519,Hype Driven Development,Hype Driven Development,12 Agile principles,"The Languages, Frameworks and Tools You Should Learn in 2017",Standing on the Shoulders of Giants - Built to Adapt,Seniority
-2405892683303291957,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,A saga do jovem CEO da Dasa,Black Friday salva o ano do e-commerce,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi
-4358357193736101128,Uma arquitetura de referência para a Internet das Coisas - Parte 1,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!,Especialistas trazem tendências de UX para 2017 - KingHost,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
3716124214746295857,Aprendizado de máquina do Google pode detectar retinopatia diabética | Google Discovery,A saga do jovem CEO da Dasa,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-5736221996280340620,How Coca-Cola Is Harvesting Innovation Energy From Startups,Coca-Cola reportedly closes Founders startup incubator,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net","Conheça Cris Grether, a diretora Global de Design que liderou, em Atlanta, a reformulação das embalagens de Coca-Cola",Innovation is in all the wrong places,How CIOs Leverage Business Intelligence to Drive Smarter Decision-Making
-6659933088254630422,How to E-Mail a Busy Person & get a Reply - Desk of van Schneider,Live asynchronously.,Stop Trying to Sound Smart When You're Writing,Seniority,13 Killer SEO Copywriting Tips (With Examples and A/B Tests),The Ultimate Digital Clean-Up Checklist: Are You Prepared For The New Year? - Smashing Magazine
-6639617916149472585,The Non-Technical Guide to Machine Learning & Artificial Intelligence - Machine Learnings,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence,Google Is in a Fierce Global Race for Scarce AI Talent,Why Deep Learning Is Suddenly Changing Your Life,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator"
-1463025432902754108,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,Como a tecnologia está mudando o atendimento hospitalar,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",Especialistas trazem tendências de UX para 2017 - KingHost,A saga do jovem CEO da Dasa,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-1878128207048892154,The Ten Commandments of Egoless Programming,Don't document your code. Code your documentation.,What to look for in a code review ,Code.org 2016 Annual Report,Seniority,How Kotlin became our primary language for Android - UPTech Team
-1324705355456975418,4 essential how-tos for dealing with scope creep,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,Introducing JIRA Software for iPhone,Jira - A Necessary Evil?,12 Agile principles,Scrum Community - Scrum Alliance
-1259410223376598430,Ranking 50 Maiores Empresas do E-commerce Brasileiro/2016,"5. History lesson: Drupal Commerce, Commerce Guys, and Acquia",7. What's in this for me?,Ibope revela lojas de e-commerce com maior recomendação no Brasil - B!T magazine,6. What can Acquia and the community do now regarding Drupal and ecommerce?,Top 5 conteúdos 2016 - Sensedia
-7215110246375999491,Announcing updates to Google's Internet of Things platform: Android Things and Weave,"Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery",Support Ended for Eclipse Android Developer Tools,Google's Cloud Machine Learning service is now in public beta,8 must-see sessions for application developers at Google Cloud Next '17,Google Cloud Platform sets a course for new horizons
-8286289711960957081,Slack swips at Skype with video calls and reaction emoji,Slack and Google announce partnership focused on better integrating their services,Building on Slack Saved Our Startup,IBM Watson is about to make Slack's chat bot smarter,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",How the Communicator's Dilemma Made a 'Slack-lash' Inevitable
-2373876979584952849,OpenVpn rodando com Docker no Raspberry Pi,"SINAIS do FUTURO imediato: #1, internet das coisas",25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,O que é benchmarking? Veja quando um concorrente se torna inspiração!,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
6569463984699537820,"Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery",Announcing updates to Google's Internet of Things platform: Android Things and Weave,Support Ended for Eclipse Android Developer Tools,My experience with Google's Associate Android Developer Certification,Mastercard lança plataforma de APIs abertas para soluções de pagamentos - Startupi,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi
18738895644634365,"Bot do Facebook Messenger simula entrevista para o processo de ""3%""",Natura inova e cria bot para auxiliar consumidores a escolherem presentes de natal - Startupi,Globo G1 lança Bot para o Telegram que te ajuda a estudar para o Enem,Livros sobre liderança: os 10 melhores livros para bons líderes,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos
8526042588044002101,Cloud Native Part 1: Definition,Google Cloud Platform sets a course for new horizons,Standing on the Shoulders of Giants - Built to Adapt,"Google Cloud Machine Learning family grows with new API, editions and pricing",8 must-see sessions for application developers at Google Cloud Next '17,Introducing Google Cloud Shell's new code editor
4744297321841608877,containerd - a core container runtime project for the industry - Docker Blog,"Use Docker to build, test and push your Artifacts",Introducing Docker for Windows Server 2016 - Docker Blog,Testing a new Drupal 8 installation with 2 Docker commands,"Docker - Build, Ship, and Run Any App, Anywhere",Labelling automated builds on Docker Hub - Microscaling Systems
2834072258350675251,Plano Nacional de IoT chega em março com parceria entre MCTIC e BNDES,Plano nacional de ''internet das coisas'' sai em fevereiro,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,A saga do jovem CEO da Dasa,"SINAIS do FUTURO imediato: #1, internet das coisas",Especialistas trazem tendências de UX para 2017 - KingHost
2282385028752844581,Kickstarter 3D printer will print circuit boards as part of your designs,"Signs suggest that 101Hero, the $49 3D printer, was too good to be true",This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,Innovation is in all the wrong places,12 Agile principles,Democratizing AI
8289800212949675494,,,,,,
8289800212949675494,,,,,,
6765368095966422513,What is Affective Computing And How Could Emotional Machines Change Our Lives?,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence,Machine Learning Is No Longer Just for Experts,Why Deep Learning Is Suddenly Changing Your Life,How real businesses are using machine learning
-3462051751080362224,Support your Gmail users more easily with revamped bounce messages and message headers,Save time with Quick Access in Drive,New APIs Expand Line's Third Party Integration and Chatbot Capabilities,Building a Facebook Chat Bot with Node and Heroku,Stop Trying to Sound Smart When You're Writing,"Explore in Docs, Sheets and Slides makes work a breeze - and makes you look good, too"
7424795099560672335,7 Tips to Create a Company Learning Culture like Google - Without Resources,How real businesses are using machine learning,The Best Advice From Quora on 'How to Learn Machine Learning',Seniority,Why do you Fail at Growth Marketing and How to Solve it,10 principles of business transformation
-7034660627992927630,Yahoo discloses hack of 1 billion accounts,"Simple rolls out shared bank accounts that work for anyone, including roommates",7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,"Facebook, Amazon, Google, IBM and Microsoft come together to create historic Partnership on AI",Stop Trying to Monetize Your Data - Built to Adapt,Comment: IBM's Apple deployment stats should be a lesson to enterprise companies everywhere
-5314778455998444995,Android Fundamentals: IntentService Basics,Android process death - and the (big) implications for your app - Inloop,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",Java 8 Streams - A Deeper Approach About Performance Improvement,Building a Facebook Chat Bot with Node and Heroku
2474876390020567211,Communication Within an Android App With EventBus,"What do you mean by ""Event-Driven""?","Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",Communication patterns in a Microservice world,Building Event-driven Microservices Using CQRS and Serverless,Don't Waste Your Time on Networking Events
4702453495211185350,A Data Engineer's Guide To Non-Traditional Data Storages,"Practical advice for analysis of large, complex data sets",Lessons from Becoming a Data-Driven Organization,Engineers Shouldn't Write ETL: A Guide to Building a High Functioning Data Science Department,Stop Trying to Monetize Your Data - Built to Adapt,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent"
-5082274522455747241,"SINAIS do FUTURO imediato: #1, internet das coisas",O que é benchmarking? Veja quando um concorrente se torna inspiração!,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Uma arquitetura de referência para a Internet das Coisas - Parte 1
4817624205684040310,Facebook now flags and down-ranks fake news with help from outside fact checkers,Client-side ranking to more efficiently show people stories in feed,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",BrowserLab: Automated regression detection for the web,"Facebook lança Workplace, versão da rede social para empresas",Life Beyond Email: Chatbot Marketing
